current_views,current_comments,current_likes,prev_5_video_views,prev_5_video_likes,prev_5_video_comments,views_after_30_days,days_since_prev_5_uploads
249936,6477,29277,"[90317, 258567, 88919, 16773, 498919]","[7503, 13205, 7126, 921, 22843]","[2382, 3768, 2486, 212, 9265]",453802,"[10, 10, 7, 6, 5]"
263901,4386,15239,"[361989, 241106, 331241, 75260, 99678]","[34489, 21313, 27532, 8984, 5352]","[6472, 7107, 7416, 1596, 884]",598571,"[9, 8, 8, 5, 4]"
296962,1772,32696,"[161853, 147622, 493502, 264858, 397550]","[5561, 13807, 57768, 28974, 36705]","[896, 2018, 13122, 5648, 4070]",758451,"[10, 4, 3, 2, 2]"
176232,4195,15536,"[303156, 380293, 123446, 223361, 164787]","[7327, 43790, 5392, 11148, 13888]","[4764, 5927, 872, 6655, 1995]",195991,"[10, 10, 6, 5, 4]"
262018,3645,20036,"[356308, 126796, 128874, 433707, 251438]","[16951, 14471, 5328, 24901, 12161]","[10075, 3259, 3258, 2219, 5568]",619669,"[9, 8, 4, 3, 3]"
306727,9153,22776,"[444566, 432149, 131527, 204162, 118778]","[14758, 50804, 9378, 13791, 3132]","[8562, 9126, 2213, 5667, 2798]",472169,"[6, 5, 4, 3, 3]"
333904,4101,22523,"[470148, 225703, 247868, 225528, 101360]","[24681, 6911, 28963, 19895, 2222]","[7939, 2615, 4585, 2134, 650]",817248,"[10, 8, 5, 5, 2]"
737806,13635,40762,"[122156, 453810, 27128, 312201, 265588]","[5859, 21879, 1806, 36001, 13934]","[1469, 4184, 401, 2981, 2242]",944300,"[8, 7, 6, 3, 3]"
224305,4644,16740,"[409880, 434343, 380872, 64975, 302804]","[36333, 28460, 39371, 6834, 14699]","[6977, 4375, 4339, 713, 7774]",644758,"[6, 5, 4, 4, 3]"
357832,5097,25584,"[329537, 413043, 169884, 437532, 26971]","[13321, 30209, 10650, 21096, 1876]","[9490, 11863, 2033, 11859, 726]",946259,"[8, 8, 7, 5, 3]"
295663,3706,33308,"[265846, 409640, 474182, 199083, 19973]","[6240, 11363, 55212, 21829, 561]","[6794, 3097, 12192, 5541, 176]",652825,"[7, 5, 4, 3, 2]"
647960,5241,33674,"[225443, 294397, 233168, 116338, 408092]","[15648, 30925, 26642, 6430, 12812]","[5690, 2287, 5708, 2585, 7932]",1304479,"[10, 9, 7, 6, 5]"
252769,5458,8962,"[349003, 178408, 168551, 224714, 463249]","[32930, 16415, 5820, 9748, 10025]","[9507, 1982, 4749, 4332, 7242]",449354,"[10, 10, 4, 4, 3]"
213514,3284,21004,"[128906, 449946, 301290, 5084, 356616]","[12728, 37528, 8931, 589, 34325]","[2425, 6107, 2214, 70, 4662]",689503,"[10, 9, 7, 6, 5]"
357380,3639,33496,"[19154, 70737, 290667, 471188, 455403]","[1240, 2910, 12156, 48768, 35750]","[244, 797, 3000, 8887, 10597]",709898,"[10, 9, 5, 3, 2]"
176614,935,16264,"[364180, 416550, 343856, 15426, 85294]","[14628, 20498, 9808, 888, 2255]","[1983, 8809, 3115, 90, 572]",499813,"[10, 9, 4, 3, 2]"
105618,1586,2516,"[53118, 196830, 495752, 486942, 445943]","[3018, 6465, 19076, 56588, 20592]","[907, 5352, 7603, 8869, 4111]",321819,"[9, 7, 5, 4, 4]"
280236,3846,14447,"[398390, 415556, 235178, 92890, 217013]","[20676, 48063, 27850, 7294, 20766]","[9444, 6187, 1460, 2184, 1821]",613974,"[9, 8, 6, 5, 2]"
185823,2070,21236,"[102630, 89048, 15256, 247692, 39223]","[10425, 3667, 630, 24545, 2978]","[1939, 1722, 124, 3403, 758]",395138,"[9, 8, 7, 4, 2]"
325150,9500,25322,"[283521, 421695, 96258, 246856, 482671]","[11274, 35824, 8589, 9737, 44737]","[6517, 3766, 1245, 7042, 3271]",546253,"[9, 9, 6, 6, 4]"
154687,2687,15771,"[37046, 422055, 192245, 409036, 296872]","[1381, 17984, 5720, 26957, 23598]","[723, 12264, 2383, 9838, 6850]",465304,"[10, 9, 5, 4, 2]"
289889,5508,13384,"[491966, 90964, 114193, 41937, 2791]","[30124, 7573, 2284, 2391, 154]","[8656, 756, 2541, 834, 28]",935349,"[9, 7, 4, 2, 2]"
135614,832,4854,"[259508, 45877, 468535, 317440, 388063]","[12069, 1423, 29637, 34877, 9103]","[5356, 610, 9635, 3700, 11322]",406536,"[8, 7, 5, 4, 2]"
188786,2479,20903,"[364437, 416531, 52825, 115852, 150454]","[40930, 16120, 3652, 4105, 13628]","[9404, 6138, 788, 1169, 1905]",325159,"[10, 10, 9, 8, 5]"
181135,2776,12538,"[72481, 292387, 326877, 227096, 300553]","[2911, 27851, 31583, 26119, 32793]","[534, 4784, 7379, 6661, 2142]",392457,"[10, 9, 6, 6, 4]"
214585,4437,5398,"[359489, 272856, 179024, 323558, 95509]","[16538, 23617, 6651, 12946, 2499]","[8514, 4419, 4869, 4548, 1516]",659412,"[8, 7, 4, 4, 3]"
387637,4170,16562,"[451657, 339217, 187456, 422611, 184728]","[53792, 26256, 9658, 18747, 22134]","[11860, 4066, 2167, 10604, 5506]",1164272,"[10, 10, 7, 6, 5]"
352901,7866,26990,"[157089, 263986, 362404, 165105, 479962]","[14681, 20954, 25603, 17845, 45021]","[4162, 1952, 7035, 2185, 8560]",835524,"[9, 7, 5, 4, 2]"
762,21,19,"[308211, 216181, 263688, 136464, 321087]","[31599, 11708, 8462, 12462, 9069]","[7148, 3436, 2404, 1218, 7611]",1936,"[9, 7, 5, 3, 3]"
485652,2907,46054,"[422812, 346415, 469023, 313152, 270556]","[49861, 22464, 52713, 28269, 25371]","[4124, 4925, 10932, 6698, 7187]",866651,"[10, 9, 7, 4, 3]"
761,22,86,"[2649, 373736, 276252, 94432, 497168]","[116, 29916, 10598, 7115, 45054]","[26, 8837, 3865, 2815, 14654]",1660,"[9, 9, 5, 4, 3]"
182012,2827,15207,"[376016, 252093, 24351, 68243, 327675]","[29447, 25959, 2427, 1681, 15363]","[6319, 7140, 159, 657, 6754]",202711,"[8, 8, 7, 5, 3]"
237123,4986,5920,"[424481, 317564, 295200, 42775, 289404]","[18432, 30815, 11710, 4360, 32901]","[12645, 8391, 3112, 659, 2089]",558734,"[10, 9, 5, 4, 3]"
349709,1785,29116,"[89100, 242216, 486255, 407617, 264805]","[5360, 24935, 54770, 25750, 7486]","[809, 5574, 6385, 10041, 6287]",809020,"[8, 5, 4, 3, 2]"
239117,4851,9968,"[163919, 81314, 320963, 26622, 393209]","[9925, 9346, 8996, 3030, 23207]","[4060, 1130, 4939, 424, 11273]",772157,"[10, 7, 7, 6, 2]"
220693,1124,10737,"[110006, 209744, 131793, 73130, 223149]","[2534, 11972, 9998, 4614, 19352]","[1061, 1855, 1673, 551, 2433]",532932,"[8, 7, 6, 3, 2]"
151974,1908,8245,"[202445, 263888, 347646, 148145, 12646]","[23719, 24203, 34464, 6618, 580]","[3893, 7805, 8197, 3503, 144]",431788,"[10, 6, 5, 4, 4]"
321747,2840,27253,"[3085, 321745, 159113, 310462, 276745]","[72, 8129, 4036, 21477, 21834]","[15, 6696, 2743, 3289, 1488]",1056126,"[10, 9, 8, 7, 3]"
504903,12701,48362,"[272805, 473244, 271445, 473221, 426133]","[18618, 30742, 19886, 34026, 24036]","[7309, 6271, 4953, 5452, 6762]",1441609,"[9, 6, 5, 2, 2]"
444504,8878,30271,"[346425, 374861, 493872, 344822, 335514]","[29619, 33856, 37395, 25915, 7382]","[8408, 10409, 3978, 8582, 6159]",1283252,"[9, 8, 7, 6, 3]"
277934,3480,20709,"[105271, 327792, 375074, 334607, 402921]","[9951, 30850, 20048, 10216, 39157]","[1113, 8123, 7671, 4667, 10599]",963426,"[10, 9, 7, 6, 5]"
255653,2710,30519,"[170304, 387025, 434844, 241213, 328750]","[4120, 44263, 29701, 22109, 28278]","[4644, 4509, 6976, 6715, 6456]",813162,"[9, 6, 5, 5, 4]"
466513,5240,55265,"[398737, 25222, 344376, 195821, 459939]","[15985, 1824, 28211, 22302, 44265]","[3347, 296, 5195, 1494, 8685]",1029618,"[7, 7, 4, 4, 2]"
368712,8826,43865,"[75522, 171823, 40470, 322582, 271860]","[4829, 19926, 1259, 16870, 11692]","[2258, 2122, 594, 8448, 7679]",1153204,"[10, 10, 8, 4, 3]"
189068,3143,10868,"[176319, 59313, 355432, 243926, 363569]","[8943, 6402, 12208, 18826, 26201]","[2044, 338, 3097, 7122, 10373]",419972,"[9, 9, 7, 3, 3]"
451920,3879,31641,"[489115, 420090, 477379, 408025, 186643]","[24760, 33562, 48636, 29093, 16733]","[14360, 5504, 3272, 6429, 3455]",921171,"[9, 9, 7, 5, 2]"
341682,7608,30103,"[412652, 202566, 224613, 250928, 484986]","[42333, 21215, 25905, 7416, 30207]","[7984, 5651, 2619, 1703, 4871]",421268,"[8, 8, 4, 3, 2]"
179830,3022,9754,"[248406, 200593, 357625, 343381, 311816]","[21105, 12832, 21276, 12427, 8443]","[7004, 5699, 7521, 5048, 1754]",406874,"[4, 4, 3, 2, 2]"
351461,9997,22821,"[288083, 413828, 23579, 362029, 257638]","[20935, 26511, 1964, 27297, 6736]","[2740, 2209, 181, 8415, 1318]",650613,"[9, 8, 6, 5, 3]"
416745,3627,25162,"[213990, 354915, 319066, 353791, 441629]","[9888, 17147, 32813, 21285, 46069]","[5931, 5893, 9135, 4421, 5078]",546864,"[9, 9, 7, 7, 4]"
113846,2029,7414,"[31915, 254076, 205686, 121894, 117824]","[2919, 9327, 9808, 10894, 4484]","[800, 5445, 3786, 2572, 882]",213721,"[9, 7, 4, 3, 2]"
228490,2834,5989,"[160696, 262483, 305643, 91911, 21854]","[17469, 20530, 12458, 2657, 644]","[4621, 6709, 7380, 1600, 476]",301648,"[9, 8, 5, 4, 2]"
264180,5397,11137,"[409381, 269803, 270786, 132863, 77437]","[36167, 8143, 16731, 11412, 7010]","[10855, 5647, 1963, 1137, 1022]",555514,"[10, 8, 8, 5, 2]"
418292,8953,17976,"[224916, 202173, 26675, 304768, 146581]","[20810, 8623, 3172, 29818, 2986]","[6339, 2488, 411, 6188, 4090]",1144114,"[8, 7, 7, 6, 4]"
424437,4284,9396,"[430254, 143124, 126300, 396026, 177044]","[41883, 4209, 7576, 17419, 13016]","[7187, 2324, 1628, 9176, 3016]",697727,"[9, 8, 7, 5, 4]"
286646,7150,11864,"[121976, 409363, 328376, 70243, 149634]","[13160, 24220, 30905, 2618, 15881]","[1918, 4184, 6341, 857, 1821]",668678,"[10, 6, 6, 3, 2]"
113322,2219,9727,"[349143, 397951, 223170, 77319, 104799]","[26321, 12129, 14565, 3713, 11562]","[2209, 8455, 4994, 2104, 2823]",206027,"[10, 7, 4, 3, 3]"
416418,3063,33448,"[271341, 329017, 50591, 266952, 482124]","[5658, 7161, 4634, 28914, 47081]","[2150, 9335, 913, 6288, 4833]",991146,"[9, 6, 6, 4, 4]"
142208,2540,15869,"[235602, 92098, 48211, 334464, 37449]","[19179, 5297, 2450, 33072, 2983]","[1395, 510, 1255, 2423, 673]",216919,"[10, 8, 7, 7, 6]"
105651,3148,8166,"[216989, 116151, 120317, 48359, 49774]","[22442, 10426, 11311, 2712, 1012]","[2273, 2773, 2414, 892, 597]",134395,"[10, 7, 6, 3, 3]"
257826,7434,12487,"[113318, 393634, 295721, 154508, 460913]","[5417, 42667, 24444, 4416, 21415]","[3382, 4626, 5770, 2898, 6940]",282839,"[9, 8, 5, 4, 2]"
313672,2628,8622,"[461470, 73082, 212817, 85725, 247587]","[13259, 7494, 5662, 7129, 29425]","[3318, 767, 5111, 636, 6392]",613151,"[9, 9, 4, 3, 3]"
349958,2674,26662,"[451778, 238903, 216087, 402290, 335121]","[40434, 10695, 8329, 18095, 38067]","[11850, 6145, 5297, 8417, 2499]",393277,"[10, 9, 6, 5, 4]"
246668,6996,7833,"[192746, 274454, 161205, 360055, 177948]","[16754, 32117, 14119, 36501, 5327]","[4469, 2777, 1095, 6769, 4228]",351397,"[10, 5, 5, 4, 3]"
358212,2111,25483,"[330049, 411031, 456546, 197913, 194279]","[34437, 33323, 48195, 14500, 10257]","[9053, 11071, 5337, 4671, 1414]",756792,"[6, 5, 4, 3, 2]"
116638,2260,6763,"[422287, 241244, 298482, 190363, 89340]","[49758, 16736, 23879, 8187, 4821]","[9323, 4834, 4250, 1484, 1211]",288580,"[5, 4, 3, 2, 2]"
288821,3173,33361,"[371901, 316799, 60885, 46159, 366968]","[7462, 37979, 3755, 2233, 35444]","[7368, 8557, 1493, 555, 7268]",504106,"[9, 8, 7, 6, 4]"
579991,5718,44617,"[78025, 478668, 203174, 445123, 435121]","[2977, 37948, 13480, 46314, 35153]","[2272, 12627, 2743, 11508, 11638]",1271969,"[10, 8, 3, 2, 2]"
210603,5523,23051,"[464081, 484807, 308189, 351893, 451515]","[28083, 38592, 27486, 7707, 35711]","[8330, 9623, 2124, 2248, 4261]",615943,"[10, 10, 6, 3, 3]"
473675,4086,13719,"[226021, 327477, 475602, 146437, 459165]","[13067, 30384, 53028, 3672, 46398]","[1504, 4344, 2643, 4069, 10409]",1480565,"[9, 9, 4, 3, 2]"
186107,1005,9024,"[183365, 412873, 446708, 82743, 408060]","[14533, 25823, 50264, 4608, 33897]","[4837, 11519, 12836, 1778, 9387]",296654,"[10, 5, 4, 4, 2]"
419382,6841,32022,"[434057, 446425, 461867, 31705, 138270]","[32583, 41121, 28039, 773, 15031]","[2639, 12329, 2917, 741, 3888]",884321,"[9, 6, 5, 2, 2]"
780956,14182,87726,"[112263, 380894, 258761, 319930, 324997]","[11654, 37441, 22660, 26182, 36479]","[1101, 3739, 7649, 6023, 5552]",2121624,"[9, 9, 5, 5, 4]"
369569,4647,16696,"[472824, 161018, 382873, 107800, 341830]","[36668, 3754, 13637, 8110, 23848]","[6428, 3613, 5362, 2611, 8624]",939286,"[7, 7, 6, 4, 4]"
246833,6882,21585,"[347503, 206350, 320578, 309126, 340094]","[36142, 11284, 17861, 30080, 27445]","[4880, 4898, 8525, 3362, 1907]",781104,"[9, 8, 8, 7, 3]"
265437,3475,25855,"[11827, 324562, 80910, 424212, 270125]","[823, 37709, 1797, 30624, 26710]","[292, 7075, 1202, 2834, 3388]",730089,"[10, 10, 6, 5, 4]"
357668,10038,18254,"[363922, 317651, 116490, 218776, 164315]","[11139, 18189, 7167, 4530, 17863]","[9564, 8339, 2929, 5103, 3428]",451328,"[9, 7, 4, 4, 3]"
403751,9484,39817,"[492001, 449412, 90356, 315106, 385066]","[57234, 28043, 5795, 18419, 38089]","[3692, 3552, 2043, 1706, 8385]",604228,"[9, 6, 4, 3, 3]"
107296,1740,6523,"[416123, 125193, 298779, 127200, 107913]","[17475, 8337, 31550, 3820, 11460]","[7251, 2693, 7584, 1603, 3113]",353063,"[10, 7, 6, 6, 3]"
308597,3845,31689,"[229010, 61453, 309298, 417709, 442952]","[18576, 4164, 36072, 45212, 47939]","[4461, 978, 6586, 3755, 11992]",718706,"[8, 8, 7, 3, 2]"
1126,6,133,"[256208, 380854, 267424, 262617, 402588]","[14096, 42535, 17452, 18320, 22064]","[1748, 6604, 6514, 7570, 2783]",2063,"[9, 9, 8, 8, 5]"
257624,5111,9849,"[232277, 347313, 401012, 453895, 251321]","[8863, 7703, 43463, 40752, 25350]","[1508, 9468, 6207, 12455, 1664]",832078,"[9, 9, 6, 5, 4]"
115608,861,6697,"[26913, 44116, 398349, 46755, 180899]","[2340, 3919, 46103, 5378, 10594]","[562, 443, 6093, 553, 2565]",351915,"[10, 5, 4, 3, 3]"
160725,3884,15076,"[11247, 19245, 289201, 475982, 155069]","[939, 417, 15252, 38009, 5396]","[83, 124, 6005, 6194, 2223]",495373,"[9, 9, 3, 2, 2]"
690357,7197,22274,"[223920, 481979, 409431, 162777, 335400]","[13621, 23158, 47427, 15100, 18156]","[1879, 4757, 4136, 3315, 9248]",2236035,"[10, 8, 7, 7, 2]"
364263,5582,36180,"[1841, 453688, 231497, 420908, 217187]","[80, 48718, 21638, 36798, 7230]","[31, 5389, 4561, 9192, 1440]",1253684,"[9, 8, 4, 2, 2]"
158069,4556,13976,"[97584, 95369, 135355, 110892, 352800]","[5928, 4136, 9006, 12597, 11650]","[1610, 1303, 3611, 2783, 6633]",205149,"[9, 7, 6, 3, 2]"
326610,6102,13795,"[102445, 231932, 176759, 131538, 285754]","[11792, 5103, 7471, 10564, 12394]","[650, 1463, 3354, 2505, 6475]",909668,"[9, 7, 5, 5, 5]"
334131,6528,26605,"[363075, 469628, 48218, 459253, 332350]","[37530, 53550, 4450, 18971, 16554]","[8937, 8462, 544, 9835, 9193]",454781,"[10, 6, 3, 2, 2]"
397839,4190,15759,"[150935, 442428, 97025, 315699, 280595]","[11697, 25138, 4950, 13878, 18458]","[1394, 11635, 1920, 2074, 4609]",895018,"[8, 7, 4, 2, 2]"
289850,4550,32718,"[409446, 112547, 335170, 303153, 479073]","[20361, 3434, 10074, 22915, 24221]","[4744, 1188, 6385, 5669, 7453]",392144,"[10, 10, 9, 8, 2]"
259857,1941,16459,"[394047, 299083, 23724, 349841, 30955]","[37694, 7795, 2149, 18742, 3497]","[7996, 4266, 319, 6601, 535]",327222,"[9, 5, 5, 2, 2]"
911322,25183,69592,"[340855, 293937, 453490, 457853, 125339]","[24452, 13919, 53692, 17732, 4395]","[3995, 8230, 9737, 7507, 3526]",1670021,"[10, 9, 8, 8, 4]"
202545,3272,16506,"[286244, 302029, 197404, 131265, 319068]","[7117, 9585, 20653, 3015, 35733]","[3375, 6028, 3773, 1956, 1846]",418032,"[9, 7, 4, 4, 3]"
193937,1436,21125,"[200855, 348461, 350660, 62462, 272634]","[17016, 19725, 20484, 3037, 22028]","[2959, 10005, 9572, 682, 4116]",234914,"[9, 4, 4, 3, 2]"
689,8,69,"[479872, 412962, 491423, 223453, 465526]","[51200, 44544, 13512, 19292, 16878]","[10153, 11435, 5654, 3060, 11581]",1169,"[10, 8, 6, 6, 6]"
144551,3515,3488,"[495854, 98811, 200038, 174738, 402680]","[46594, 4150, 5989, 8478, 8520]","[11348, 854, 4619, 1898, 12000]",297011,"[8, 8, 8, 6, 4]"
920283,20508,108657,"[92760, 277093, 178097, 318257, 248985]","[6865, 10460, 21220, 8245, 29467]","[1549, 2698, 1633, 6807, 5669]",1223760,"[9, 7, 6, 5, 3]"
334230,7889,28362,"[302334, 467411, 292574, 337895, 83698]","[32378, 26437, 24445, 12927, 6827]","[8570, 11414, 1957, 7044, 1587]",509115,"[8, 7, 7, 6, 2]"
259367,1435,7073,"[332754, 274863, 273161, 59611, 189028]","[39235, 30398, 31811, 7130, 4988]","[6412, 7106, 3549, 947, 2286]",607372,"[8, 7, 5, 3, 2]"
396429,6073,34333,"[64420, 164868, 363394, 357518, 424552]","[5448, 10638, 8009, 22053, 19017]","[1445, 4223, 6393, 5394, 5020]",1354457,"[10, 8, 6, 3, 2]"
84657,783,6919,"[49011, 114686, 174119, 251735, 31359]","[4587, 3899, 15113, 29119, 2102]","[490, 2987, 3070, 7068, 721]",169205,"[10, 6, 6, 4, 2]"
313064,8931,8835,"[327041, 499937, 246016, 298170, 25410]","[35468, 23774, 5126, 27943, 527]","[6099, 4765, 4984, 2965, 445]",925547,"[6, 5, 5, 3, 2]"
619397,6928,14649,"[413407, 346276, 468048, 495260, 277577]","[27643, 11665, 45145, 13458, 30410]","[10060, 8145, 11167, 3312, 8257]",1633890,"[9, 7, 7, 3, 3]"
2410,64,84,"[433173, 13357, 308410, 449254, 379776]","[43303, 1294, 22286, 26784, 44374]","[6660, 321, 4723, 5726, 7984]",5625,"[10, 5, 5, 3, 2]"
796739,22496,80332,"[328914, 488273, 288665, 325665, 6769]","[13050, 31820, 29080, 15195, 568]","[6194, 13672, 6828, 4570, 128]",1842509,"[9, 7, 7, 7, 2]"
251546,3608,25954,"[466484, 183088, 498493, 403532, 414281]","[18212, 13392, 50891, 41251, 36662]","[7830, 2763, 12542, 4294, 6508]",602253,"[9, 6, 6, 5, 3]"
167218,971,8020,"[477653, 221280, 109912, 81169, 214093]","[48725, 5697, 7549, 2726, 18706]","[6106, 5391, 728, 1447, 1732]",446836,"[4, 3, 3, 3, 2]"
498081,8719,59248,"[346542, 441069, 22783, 347719, 316934]","[26017, 26810, 907, 18915, 33909]","[4656, 13071, 460, 8823, 5492]",844361,"[9, 9, 5, 4, 2]"
449,5,31,"[417048, 338372, 222105, 175297, 467672]","[12938, 10271, 25783, 9446, 21303]","[2582, 3163, 3503, 2375, 7302]",1368,"[9, 9, 6, 5, 2]"
886479,21493,102311,"[495701, 491985, 74866, 133615, 220744]","[55275, 49721, 8243, 9695, 24578]","[4396, 3498, 1358, 3427, 2274]",1430634,"[10, 6, 5, 5, 2]"
461091,9918,24373,"[130388, 150808, 312731, 478692, 476419]","[3792, 3314, 37082, 22707, 12970]","[2407, 1932, 4359, 6627, 5344]",1069921,"[9, 8, 7, 7, 4]"
122141,2468,10846,"[126687, 61686, 164071, 133674, 143544]","[13098, 2909, 16460, 3909, 4541]","[1902, 935, 2938, 747, 1138]",345113,"[10, 9, 6, 3, 2]"
284746,2214,26378,"[171109, 213061, 497550, 45554, 399222]","[12071, 6536, 55833, 5010, 13938]","[4008, 3519, 14704, 290, 6697]",737169,"[9, 5, 5, 4, 2]"
748105,20499,54695,"[263776, 189667, 99308, 32256, 30656]","[25079, 21442, 7610, 2295, 623]","[4893, 4824, 2388, 682, 172]",1417782,"[6, 3, 3, 3, 2]"
220324,3041,19847,"[118933, 412011, 137137, 300675, 126187]","[6617, 41359, 3436, 9532, 3565]","[2274, 6309, 2235, 5838, 1652]",644499,"[9, 8, 6, 4, 4]"
203891,4040,15894,"[332852, 37920, 246884, 231903, 103464]","[10651, 4243, 27130, 25515, 5797]","[5759, 298, 1549, 1500, 1988]",667193,"[10, 9, 8, 7, 5]"
251428,5498,20281,"[348848, 176163, 333873, 426180, 94583]","[41286, 15170, 30977, 14217, 9139]","[2607, 4799, 5882, 3635, 682]",611921,"[8, 6, 5, 3, 2]"
208902,2958,20923,"[6195, 426312, 372858, 372825, 462387]","[179, 25046, 30157, 11261, 16876]","[44, 2143, 10593, 9677, 4988]",597600,"[10, 9, 9, 5, 3]"
230994,3088,4957,"[26343, 222019, 139245, 444271, 193560]","[1079, 24454, 14000, 46207, 3958]","[568, 3333, 2800, 3150, 2112]",774500,"[9, 7, 6, 2, 2]"
381105,9197,35303,"[176463, 447169, 356480, 220852, 51478]","[4160, 22601, 7503, 8072, 4760]","[901, 8083, 5471, 1782, 1139]",694270,"[9, 8, 7, 5, 2]"
429459,2661,34828,"[476108, 260252, 334495, 214332, 483075]","[41904, 30269, 23914, 25555, 16929]","[9970, 5711, 4279, 2955, 13833]",1148198,"[9, 6, 4, 3, 2]"
677990,12708,38040,"[276471, 176116, 126345, 766, 58979]","[13330, 18567, 13521, 50, 5283]","[3934, 1537, 1647, 16, 1429]",1203504,"[8, 4, 4, 4, 3]"
405948,12045,22538,"[450528, 395957, 71522, 474757, 209198]","[37581, 44617, 6335, 16201, 9765]","[3664, 9846, 2057, 5059, 5049]",770247,"[9, 9, 8, 5, 5]"
293365,4705,24352,"[81997, 127347, 216208, 343697, 294782]","[8708, 9757, 17391, 31315, 10284]","[820, 3070, 1810, 7634, 1712]",491076,"[10, 7, 7, 6, 5]"
616351,6682,54082,"[71149, 427339, 156173, 367728, 466661]","[1562, 19988, 3591, 16518, 22838]","[969, 9759, 2503, 10896, 13385]",2136883,"[8, 7, 7, 6, 3]"
432579,10388,30430,"[418948, 207851, 497631, 187637, 355395]","[33821, 19473, 22331, 7412, 26841]","[8776, 5569, 12706, 5577, 10362]",731215,"[9, 8, 7, 4, 4]"
227999,3997,17319,"[349136, 329765, 155428, 1933, 84433]","[30461, 10985, 14130, 168, 6634]","[8424, 8904, 3999, 15, 1993]",677674,"[7, 6, 5, 3, 2]"
328084,2836,18982,"[369370, 433454, 418959, 355167, 254333]","[36055, 15770, 17815, 13476, 11150]","[8604, 9268, 4501, 4174, 1903]",1015364,"[10, 10, 8, 3, 2]"
94485,627,8697,"[240953, 242909, 163759, 229199, 37152]","[6330, 12387, 15366, 20279, 2305]","[6446, 1647, 2903, 2294, 533]",322943,"[7, 7, 4, 2, 2]"
203347,2707,11481,"[106364, 144309, 193798, 457915, 318669]","[2687, 10118, 22451, 35828, 24072]","[2730, 4072, 4353, 12539, 2989]",320253,"[7, 7, 7, 6, 6]"
191262,5714,8238,"[325561, 263994, 223137, 201794, 441401]","[19483, 29890, 10813, 23662, 13631]","[9555, 2793, 2051, 1614, 5696]",327620,"[10, 10, 8, 7, 4]"
128284,3680,14291,"[203783, 97110, 248861, 370307, 325861]","[7175, 4526, 29786, 37962, 20981]","[1572, 2589, 6115, 7227, 4924]",151531,"[8, 6, 6, 5, 2]"
957558,18329,91275,"[40535, 407543, 471240, 489037, 92289]","[944, 15356, 22704, 52193, 9513]","[1003, 7677, 3993, 4049, 752]",1033106,"[8, 5, 5, 2, 2]"
338526,3917,15436,"[259551, 110518, 40746, 332179, 450592]","[21755, 7880, 3452, 20090, 35536]","[7588, 865, 441, 6013, 5166]",566161,"[10, 7, 5, 3, 2]"
367770,10381,23879,"[314887, 271888, 390805, 3253, 297141]","[23836, 30469, 46279, 182, 23072]","[8239, 3213, 6318, 28, 6333]",1194660,"[9, 6, 6, 4, 2]"
482,8,32,"[253250, 389642, 197330, 235601, 21767]","[23277, 11734, 6847, 5655, 1138]","[6820, 6891, 5196, 1670, 139]",956,"[10, 8, 8, 6, 2]"
145180,3235,16854,"[226247, 247928, 4970, 110983, 45247]","[9373, 15016, 146, 11551, 3963]","[3298, 2171, 48, 888, 407]",440108,"[10, 9, 8, 7, 6]"
253135,1915,22379,"[492941, 30420, 459987, 347966, 66032]","[30766, 1701, 17170, 19111, 5741]","[4631, 688, 2422, 4932, 1099]",321584,"[8, 7, 6, 4, 3]"
156669,2136,5435,"[57088, 157869, 74165, 491332, 223461]","[4645, 10542, 7457, 47565, 13524]","[343, 1556, 1273, 13849, 4288]",546365,"[9, 8, 8, 6, 4]"
265761,5927,11168,"[375609, 266649, 259014, 83444, 179353]","[9115, 6522, 5977, 2921, 4966]","[3706, 4794, 4553, 1135, 3882]",917274,"[8, 6, 5, 3, 3]"
1031,26,45,"[156079, 285255, 477977, 81526, 249277]","[5970, 23919, 26962, 9237, 16458]","[1419, 8254, 8549, 1464, 3650]",2432,"[10, 8, 5, 4, 3]"
308481,4032,20057,"[151613, 315423, 189054, 301510, 218040]","[14222, 30770, 12015, 31165, 8109]","[2149, 4765, 2423, 3148, 2933]",651983,"[9, 7, 4, 3, 3]"
192834,4253,7241,"[45284, 211909, 300687, 146851, 12202]","[1945, 6246, 8515, 9868, 1118]","[1102, 4876, 8364, 925, 321]",444253,"[9, 6, 4, 2, 2]"
243080,3124,14221,"[139893, 285756, 143737, 419974, 185428]","[6955, 15085, 8352, 44364, 18155]","[1718, 2454, 2130, 8657, 4062]",669561,"[10, 8, 8, 3, 2]"
319129,6345,27531,"[445664, 391470, 420754, 92880, 277680]","[15339, 18773, 26022, 6668, 26147]","[6517, 7298, 12107, 2364, 3033]",762666,"[9, 8, 7, 6, 3]"
260023,5086,8598,"[384200, 296080, 92525, 400784, 64067]","[35484, 10812, 5800, 25758, 4539]","[6350, 5194, 2343, 5906, 1204]",694703,"[10, 8, 7, 6, 3]"
133540,2276,14165,"[439593, 285568, 475507, 270755, 332064]","[15826, 6839, 45931, 10042, 8155]","[3714, 5422, 8267, 3020, 9488]",351205,"[9, 3, 2, 2, 2]"
442500,5818,30634,"[495494, 387519, 70188, 361467, 53181]","[30352, 37311, 5305, 37150, 1349]","[13679, 9875, 1787, 3075, 616]",1368272,"[6, 5, 5, 2, 2]"
